"DBN","School Name","Total Parent 
Response Rate","Total Teacher Response Rate","Total Student Response Rate","Collaborative Teachers Score","Effective School Leadership Score","Rigorous Instruction Score","Supportive Environment Score","Strong Family-Community Ties Score","Trust Score"
"29Q251","P.S. 251 QUEENS","4,000%","8,100%","N/A","3.27","3.41","3.28","N/A","3.93","3.71"
"29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL","2,700%","9,700%","7600%","N/A","N/A","N/A","N/A","N/A","3.66"
"29Q265","EXCELSIOR PREPARATORY HIGH SCHOOL","1,300%","9,000%","8100%","N/A","N/A","N/A","N/A","N/A","3.81"
"29Q268","P.S./I.S. 268","5,000%","7,700%","9200%","3.71","3.93","3.86","N/A","4.15","3.82"
"29Q270","THE GORDON PARKS SCHOOL","5,900%","7,800%","8600%","3.39","3.54","3.41","N/A","3.59","3.07"
"29Q272","GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES","2,300%","7,700%","7400%","3.58","3.37","2.88","N/A","3.64","3.32"
"29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL","1,100%","9,400%","6900%","3.05","3.11","3.64","N/A","2.31","2.46"
"29Q289","QUEENS UNITED MIDDLE SCHOOL","2,600%","9,100%","7300%","3.25","3.11","3.95","N/A","1.38","2.54"
"29Q295","P.S./I.S. 295","6,400%","8,000%","10000%","3.35","2.72","3.37","N/A","3.72","2.99"
"29Q313","BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY","5,600%","9,300%","7000%","3.48","3.19","2.57","N/A","3.22","3.67"
"29Q326","CAMBRIA HEIGHTS ACADEMY","5,300%","10,000%","9100%","3.82","3.61","3.42","N/A","4.06","3.84"
"29Q327","EAGLE ACADEMY FOR YOUNG MEN III","3,000%","9,700%","7600%","2.35","3.13","3.11","N/A","3.29","2.47"
"29Q355","COLLABORATIVE ARTS MIDDLE SCHOOL","4,200%","9,100%","8800%","4.21","3.96","3.25","N/A","3.85","4.23"
"29Q356","COMMUNITY VOICES MIDDLE SCHOOL","1,800%","10,000%","9500%","2.85","2.46","2.66","N/A","3.86","3.25"
"29Q360","P.S. 360","8,200%","10,000%","N/A","4.11","4.25","3.58","N/A","4.32","4.35"
"29Q492","MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL","4,400%","10,000%","8000%","3.51","3.63","3.74","N/A","3.15","3.36"
"29Q498","HUMANITIES & ARTS MAGNET HIGH SCHOOL","6,200%","9,600%","8500%","3.00","3.68","3.19","N/A","4.05","3.21"
"30Q002","P.S. 002 ALFRED ZIMBERG","4,300%","10,000%","N/A","4.59","3.71","4.48","N/A","3.72","3.76"
"30Q010","I.S. 010 HORACE GREELEY","7,200%","10,000%","9700%","3.79","3.74","3.58","N/A","3.28","3.92"
"30Q011","P.S. 011 KATHRYN PHELAN","3,900%","9,700%","9400%","N/A","N/A","N/A","N/A","N/A","4.06"
"30Q017","P.S. 017 HENRY DAVID THOREAU","6,800%","7,600%","N/A","2.78","3.38","2.84","N/A","3.93","3.89"
"30Q069","P.S. 069 JACKSON HEIGHTS","9,000%","10,000%","N/A","3.73","3.97","3.57","N/A","4.23","4.18"
"30Q070","P.S. 070","4,400%","5,900%","N/A","3.54","3.47","4.15","N/A","3.81","2.79"
"30Q076","P.S. 076 WILLIAM HALLET","4,400%","8,300%","N/A","3.21","2.97","2.16","N/A","4.23","3.86"
"30Q078","P.S./I.S. 78Q","3,500%","7,100%","9700%","3.43","3.78","3.82","N/A","4.23","2.53"
"30Q084","P.S. 084 STEINWAY","8,000%","10,000%","N/A","3.65","3.79","4.52","N/A","3.93","3.73"
"30Q085","P.S. 085 JUDGE CHARLES VALLONE","7,300%","8,200%","N/A","3.64","3.95","3.31","N/A","4.15","3.32"
"30Q092","P.S. 092 HARRY T. STEWART SR.","9,600%","9,200%","N/A","3.51","2.89","3.22","N/A","3.76","3.74"
"30Q111","P.S. 111 JACOB BLACKWELL","6,700%","9,800%","10000%","3.63","3.92","3.34","N/A","3.76","3.54"
"30Q112","P.S. 112 DUTCH KILLS","7,900%","10,000%","N/A","3.52","3.99","3.71","N/A","4.18","4.29"
"30Q122","P.S. 122 MAMIE FAY","8,500%","9,500%","9900%","4.41","3.82","4.04","N/A","3.47","3.71"
"30Q126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS","2,800%","9,000%","9100%","3.54","3.75","4.18","N/A","2.46","3.42"
"30Q127","P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL","5,400%","6,600%","9400%","3.39","3.28","3.41","N/A","3.25","3.42"
"30Q141","I.S. 141 THE STEINWAY","10,000%","10,000%","9700%","N/A","N/A","N/A","N/A","N/A","4.10"
"30Q145","I.S. 145 JOSEPH PULITZER","9,000%","9,700%","9900%","3.78","3.60","3.51","N/A","3.22","3.27"
"30Q148","P.S. 148 QUEENS","7,300%","9,200%","N/A","3.46","3.55","3.10","N/A","3.76","4.13"
"30Q149","P.S. 149 CHRISTA MCAULIFFE","6,300%","9,500%","N/A","N/A","N/A","N/A","N/A","N/A","3.82"
"30Q150","P.S. 150 QUEENS","6,400%","8,300%","10000%","3.67","3.74","3.50","N/A","3.93","2.80"
"30Q151","P.S. 151 MARY D. CARTER","4,900%","8,300%","N/A","4.08","3.78","3.73","N/A","4.15","3.96"
"30Q152","P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL","5,400%","6,800%","N/A","4.21","3.72","4.10","N/A","4.01","3.76"
"30Q166","P.S. 166 HENRY GRADSTEIN","3,700%","5,000%","N/A","4.52","4.53","4.11","N/A","4.23","3.93"
"30Q171","P.S. 171 PETER G. VAN ALST","5,900%","9,000%","N/A","3.56","3.56","3.65","N/A","3.89","4.05"
"30Q204","I.S. 204 OLIVER W. HOLMES","5,900%","8,400%","9800%","3.77","3.15","3.72","N/A","3.21","2.88"
"30Q212","P.S. 212","9,100%","7,500%","N/A","4.19","3.60","3.63","N/A","4.01","4.01"
"30Q222","P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SCHOOL","9,800%","10,000%","N/A","4.19","4.15","3.54","N/A","4.32","3.42"
"30Q227","I.S. 227 LOUIS ARMSTRONG","8,300%","8,700%","9700%","4.60","4.05","4.45","N/A","3.44","3.78"
"30Q228","THE IVAN LAFAYETTE EARLY CHILDHOOD SCHOOL OF THE ARTS","6,800%","7,600%","N/A","4.38","3.84","4.15","N/A","4.18","4.40"
"30Q230","I.S. 230","7,700%","8,100%","9900%","N/A","N/A","N/A","N/A","N/A","3.74"
"30Q234","P.S. 234","8,900%","3,700%","N/A","N/A","N/A","N/A","N/A","N/A","3.12"
"30Q235","ACADEMY FOR NEW AMERICANS","9,300%","10,000%","10000%","3.69","4.22","4.20","N/A","3.44","4.19"
"30Q258","ENERGY TECH HIGH SCHOOL","5,700%","8,100%","8500%","4.58","4.40","3.69","N/A","4.17","4.10"
"30Q280","P.S. 280","9,200%","10,000%","N/A","3.80","3.95","3.60","N/A","4.23","3.99"
"30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA","3,200%","7,000%","8000%","4.15","3.42","4.36","N/A","3.51","3.44"
"30Q291","HUNTERS POINT COMMUNITY MIDDLE SCHOOL","5,100%","9,700%","9800%","4.56","4.60","4.77","N/A","3.95","4.16"
"30Q300","THE 30TH AVENUE SCHOOL (G&T CITYWIDE)","7,300%","9,700%","9900%","3.24","2.90","2.84","N/A","3.67","3.25"
"30Q301","ACADEMY FOR CAREERS IN TELEVISION AND FILM","5,600%","10,000%","9700%","4.62","4.41","4.80","N/A","4.27","4.41"
"30Q329","EAST ELMHURST COMMUNITY SCHOOL","8,900%","8,300%","N/A","N/A","N/A","N/A","N/A","N/A","4.40"
"30Q361","THE WOODSIDE COMMUNITY SCHOOL","8,400%","10,000%","N/A","4.10","4.33","3.65","N/A","4.57","4.45"
"30Q384","P.S. 384","8,600%","10,000%","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"30Q445","WILLIAM CULLEN BRYANT HIGH SCHOOL","2,500%","7,500%","6400%","2.78","2.88","2.42","N/A","2.40","2.36"
"30Q450","LONG ISLAND CITY HIGH SCHOOL","1,000%","9,100%","7200%","4.22","4.11","3.82","N/A","3.71","3.48"
"30Q501","FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL","2,900%","9,600%","9200%","N/A","N/A","N/A","N/A","N/A","3.88"
"30Q502","INFORMATION TECHNOLOGY HIGH SCHOOL","1,900%","8,700%","7600%","3.44","3.48","2.62","N/A","3.25","3.24"
"30Q555","NEWCOMERS HIGH SCHOOL","5,600%","8,400%","8400%","4.35","3.91","4.63","N/A","3.75","3.86"
"30Q575","ACADEMY OF AMERICAN STUDIES","2,800%","6,500%","8900%","2.75","2.87","3.62","N/A","2.85","2.34"
"30Q580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION","2,600%","4,500%","9400%","2.95","2.46","3.74","N/A","2.93","3.46"
"31R001","P.S. 001 TOTTENVILLE","6,400%","10,000%","N/A","3.74","3.65","4.04","N/A","4.32","3.00"
"31R002","I.S. R002 GEORGE L. EGBERT","4,400%","6,800%","9300%","3.10","2.96","2.51","N/A","2.44","3.05"
"31R003","P.S. 003 THE MARGARET GIOIOSA SCHOOL","7,300%","6,000%","N/A","3.92","3.80","4.10","N/A","4.18","4.18"
"31R004","P.S. 004 MAURICE WOLLIN","9,400%","9,300%","N/A","3.54","3.14","2.37","N/A","3.93","3.32"
"31R005","P.S. 005 HUGUENOT","10,000%","10,000%","N/A","4.97","4.74","4.62","N/A","4.49","4.60"
"31R006","P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL","4,800%","5,000%","N/A","4.69","4.38","4.51","N/A","4.49","3.80"
"31R007","I.S. 007 ELIAS BERNSTEIN","5,300%","6,800%","9900%","4.51","3.75","4.75","N/A","3.97","3.99"
"31R008","P.S. 8 SHIRLEE SOLOMON","10,000%","10,000%","N/A","4.19","3.94","3.86","N/A","4.49","4.50"
"31R009","NAPLES STREET ELEMENTARY SCHOOL","9,100%","10,000%","N/A","4.87","4.80","4.53","N/A","4.49","4.31"
"31R010","FORT HILL COLLABORATIVE ELEMENTARY SCHOOL","6,700%","9,500%","N/A","3.76","3.68","3.03","N/A","4.10","4.65"
"31R011","P.S. 11 THOMAS DONGAN SCHOOL","6,700%","9,200%","N/A","4.04","3.46","4.34","N/A","4.66","3.86"
"31R013","P.S. 013 M. L. LINDEMEYER","3,600%","7,800%","N/A","4.58","4.29","4.33","N/A","4.32","4.07"
"31R016","P.S. 016 JOHN J. DRISCOLL","4,300%","8,600%","N/A","4.03","3.53","3.40","N/A","3.84","3.99"
"31R018","P.S. 018 JOHN G. WHITTIER","6,100%","6,400%","N/A","3.39","3.34","3.49","N/A","2.99","2.67"
"31R019","P.S. 019 THE CURTIS SCHOOL","4,800%","9,800%","N/A","3.60","3.60","3.08","N/A","4.35","3.84"
"31R020","P.S. 020 PORT RICHMOND","4,100%","7,500%","N/A","3.07","3.01","2.80","N/A","3.84","3.19"
"31R021","P.S. 21 MARGARET EMERY-ELM PARK","8,100%","9,100%","N/A","3.79","4.14","3.70","N/A","4.27","4.28"
"31R023","P.S. 023 RICHMONDTOWN","4,800%","9,800%","N/A","4.91","4.84","3.71","N/A","4.66","4.75"
"31R024","I.S. 024 MYRA S. BARNES","5,100%","9,300%","9900%","3.19","3.24","3.54","N/A","3.61","3.70"
"31R026","P.S. 026 THE CARTERET SCHOOL","5,600%","9,200%","N/A","4.68","4.11","3.74","N/A","4.66","4.11"
"31R027","I.S. 027 ANNING S. PRALL","4,800%","9,600%","9700%","3.77","3.44","2.90","N/A","2.94","3.82"
"31R028","THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND","5,400%","9,000%","9100%","4.12","3.72","3.06","N/A","3.57","3.89"
"31R029","P.S. 029 BARDWELL","8,100%","9,700%","N/A","4.06","4.32","4.06","N/A","4.83","4.77"
"31R030","P.S. 030 WESTERLEIGH","7,200%","9,000%","N/A","3.86","3.93","3.66","N/A","4.15","3.96"
"31R031","P.S. 031 WILLIAM T. DAVIS","4,100%","7,800%","N/A","3.34","3.00","2.35","N/A","3.53","4.14"
"31R032","P.S. 032 THE GIFFORD SCHOOL","6,900%","8,400%","N/A","3.16","2.90","3.17","N/A","4.15","2.19"
"31R034","I.S. 034 TOTTENVILLE","8,100%","9,900%","9900%","4.42","3.99","4.63","N/A","3.70","3.86"
"31R035","P.S. 35 THE CLOVE VALLEY SCHOOL","5,700%","8,500%","N/A","4.37","4.07","4.47","N/A","4.66","4.04"
"31R036","P.S. 036 J. C. DRUMGOOLE","5,800%","9,700%","N/A","2.78","2.84","3.33","N/A","3.72","1.78"
"31R038","P.S. 038 GEORGE CROMWELL","9,900%","9,700%","N/A","3.07","3.16","3.30","N/A","4.06","2.78"
"31R039","P.S. 39 FRANCIS J. MURPHY JR.","5,600%","9,700%","N/A","3.83","3.95","2.85","N/A","4.40","4.20"
"31R041","THE STEPHANIE A. VIERNO SCHOOL","7,300%","6,800%","N/A","3.91","3.17","4.75","N/A","4.23","3.20"
"31R042","P.S. 042 ELTINGVILLE","8,000%","9,200%","N/A","4.26","4.32","3.58","N/A","4.40","4.40"
"31R044","P.S. 044 THOMAS C. BROWN","4,600%","8,100%","N/A","2.16","2.34","1.75","N/A","3.59","2.00"
"31R045","P.S. 045 JOHN TYLER","6,100%","8,400%","N/A","4.33","3.58","4.28","N/A","4.15","3.71"
"31R046","P.S. 046 ALBERT V. MANISCALCO","1,100%","5,400%","N/A","3.74","3.58","3.50","N/A","3.59","3.47"
"31R047","CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES","7,700%","8,300%","9800%","4.60","4.22","4.83","N/A","3.85","3.79"
"31R048","P.S. 048 WILLIAM G. WILCOX","7,200%","8,600%","9700%","3.79","4.08","3.44","N/A","4.23","3.79"
"31R049","I.S. 49 BERTA A. DREYFUS","1,500%","8,400%","9200%","2.38","2.46","1.86","N/A","1.15","1.47"
"31R050","P.S. 050 FRANK HANKINSON","4,800%","9,800%","N/A","4.47","4.51","4.18","N/A","4.57","4.50"
"31R051","I.S. 051 EDWIN MARKHAM","2,800%","6,200%","8800%","2.93","3.56","2.57","N/A","3.36","3.70"
"31R052","P.S. 052 JOHN C. THOMPSON","8,200%","9,500%","N/A","4.50","4.48","4.44","N/A","4.40","4.52"
"31R053","THE BARBARA ESSELBORN SCHOOL","9,100%","8,400%","N/A","4.86","4.52","4.56","N/A","4.32","4.60"
"31R054","P.S. 054 CHARLES W. LENG","7,800%","7,300%","N/A","3.58","3.13","3.18","N/A","4.18","3.67"
"31R055","P.S. 055 HENRY M. BOEHM","6,700%","6,200%","N/A","4.41","4.18","4.05","N/A","4.15","3.69"
"31R056","P.S. 56 THE LOUIS DESARIO SCHOOL","6,800%","8,800%","N/A","4.24","3.70","3.62","N/A","4.01","3.82"
"31R057","P.S. 057 HUBERT H. HUMPHREY","4,400%","9,600%","N/A","3.46","4.12","3.68","N/A","4.23","3.86"
"31R058","SPACE SHUTTLE COLUMBIA SCHOOL","10,000%","10,000%","N/A","3.79","3.03","3.23","N/A","3.93","4.05"
"31R059","THE HARBOR VIEW SCHOOL","4,800%","7,900%","N/A","3.18","3.09","2.76","N/A","3.84","3.99"
"31R060","P.S. 060 ALICE AUSTEN","5,200%","8,900%","N/A","3.35","3.55","3.25","N/A","3.89","2.33"
"31R061","I.S. 061 WILLIAM A MORRIS","4,600%","9,500%","9000%","3.22","3.27","3.30","N/A","2.27","2.84"
"31R062","THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY","9,300%","10,000%","N/A","4.82","4.69","4.78","N/A","4.49","4.20"
"31R063","MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING","5,900%","8,400%","9800%","N/A","N/A","N/A","N/A","N/A","4.11"
"31R064","GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL","5,700%","7,800%","9800%","4.31","4.50","3.87","N/A","3.90","3.55"
"31R065","P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING","5,600%","8,000%","N/A","4.18","4.59","3.66","N/A","4.32","4.28"
"31R068","PORT RICHMOND SCHOOL FOR VISIONARY LEARNING","8,900%","8,900%","N/A","3.05","2.99","2.75","N/A","4.18","3.73"
"31R069","P.S. 069 DANIEL D. TOMPKINS","7,000%","6,400%","N/A","4.43","3.86","4.85","N/A","3.89","3.50"
"31R072","I.S. 072 ROCCO LAURIE","6,300%","9,500%","9700%","3.08","3.11","2.61","N/A","2.25","3.28"
"31R074","P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL","5,700%","5,600%","N/A","3.46","3.87","3.26","N/A","4.15","3.88"
"31R075","I.S. 075 FRANK D. PAULO","7,100%","9,400%","9800%","3.82","4.06","4.35","N/A","3.91","4.05"
"31R078","P.S. 78","4,800%","9,700%","N/A","3.20","3.20","2.11","N/A","3.76","3.75"
"31R080","THE MICHAEL J. PETRIDES SCHOOL","4,100%","6,700%","8500%","4.65","4.10","4.72","N/A","3.91","4.04"
"31R440","NEW DORP HIGH SCHOOL","3,300%","10,000%","8700%","3.94","4.63","4.22","N/A","3.82","3.57"
"31R445","PORT RICHMOND HIGH SCHOOL","2,600%","9,600%","7500%","3.30","3.06","2.84","N/A","3.75","3.85"
"31R450","CURTIS HIGH SCHOOL","1,600%","9,600%","6800%","3.28","3.71","3.07","N/A","2.95","3.40"
"31R455","TOTTENVILLE HIGH SCHOOL","3,700%","9,500%","8500%","3.08","3.47","3.37","N/A","3.43","2.79"
"31R460","SUSAN E. WAGNER HIGH SCHOOL","4,200%","9,000%","8600%","3.24","3.39","3.40","N/A","3.02","2.84"
"31R470","CONCORD HIGH SCHOOL","1,700%","10,000%","5900%","3.66","3.62","3.26","N/A","3.25","4.52"
"31R600","RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL","2,700%","8,300%","7900%","3.64","3.63","2.83","N/A","3.27","3.52"
"31R605","STATEN ISLAND TECHNICAL HIGH SCHOOL","8,400%","10,000%","9700%","4.43","3.90","4.54","N/A","3.15","4.12"
"31R607","STATEN ISLAND YABC","1,700%","9,300%","4300%","4.84","4.35","3.96","N/A","2.39","4.04"
"31R861","STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP","6,600%","10,000%","9500%","3.90","3.99","3.78","N/A","4.15","3.09"
"32K045","P.S./I.S. 045 HORACE E. GREENE","4,400%","7,100%","9700%","N/A","N/A","N/A","N/A","N/A","3.49"
"32K075","P.S. 075 MAYDA CORTIELLA","1,400%","5,900%","N/A","3.27","2.13","2.43","N/A","3.53","2.83"
"32K086","P.S. 086 THE IRVINGTON","9,300%","10,000%","N/A","3.81","4.54","4.31","N/A","4.23","4.40"
"32K106","P.S. 106 EDWARD EVERETT HALE","3,300%","8,500%","N/A","3.54","3.54","3.47","N/A","3.59","3.81"
"32K116","P.S. 116 ELIZABETH L FARRELL","7,300%","10,000%","N/A","4.53","3.93","3.72","N/A","3.50","3.64"
"32K123","P.S. 123 SUYDAM","8,100%","9,400%","N/A","4.14","3.98","3.65","N/A","4.06","3.58"
"32K145","P.S. 145 ANDREW JACKSON","5,700%","8,600%","N/A","4.02","4.25","3.58","N/A","3.84","4.11"
"32K151","P.S. 151 LYNDON B. JOHNSON","8,400%","10,000%","N/A","4.20","4.36","4.03","N/A","4.23","3.88"
"32K162","J.H.S. 162 THE WILLOUGHBY","6,600%","9,000%","9700%","3.62","3.49","3.30","N/A","3.67","3.27"
"32K168","THE BROOKLYN SCHOOL FOR MATH AND RESEARCH","5,900%","10,000%","9300%","N/A","N/A","N/A","N/A","N/A","3.96"
"32K274","P.S. 274 KOSCIUSKO","5,400%","8,900%","N/A","4.66","3.86","3.98","N/A","4.15","4.47"
"32K291","J.H.S. 291 ROLAND HAYES","5,100%","7,000%","9000%","2.97","3.43","3.45","N/A","3.79","3.74"
"32K299","P.S. 299 THOMAS WARREN FIELD","10,000%","9,500%","N/A","N/A","N/A","N/A","N/A","N/A","2.54"
"32K347","I.S. 347 SCHOOL OF HUMANITIES","4,700%","8,200%","9500%","4.37","3.82","4.00","N/A","2.86","4.04"
"32K349","I.S. 349 MATH, SCIENCE & TECH.","4,400%","8,100%","9500%","3.19","3.43","3.44","N/A","3.08","3.13"
"32K376","P.S. 376","9,000%","9,200%","N/A","4.73","4.40","4.25","N/A","3.81","4.00"
"32K377","P.S. 377 ALEJANDRINA B. DE GAUTIER","7,300%","8,800%","N/A","3.42","2.80","2.27","N/A","3.79","3.36"
"32K383","J.H.S. 383 PHILIPPA SCHUYLER","4,300%","7,300%","9100%","N/A","N/A","N/A","N/A","N/A","2.74"
"32K384","P.S. /I.S. 384 FRANCES E. CARTER","5,100%","9,600%","9700%","3.05","3.54","3.66","N/A","3.76","4.23"
"32K403","ACADEMY FOR ENVIRONMENTAL LEADERSHIP","8,800%","9,600%","9100%","3.14","3.17","3.14","N/A","4.05","3.35"
"32K545","EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK","1,900%","3,800%","4000%","3.41","3.46","3.57","N/A","N/A","N/A"
"32K549","THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE","3,700%","10,000%","6200%","2.57","2.85","3.38","N/A","4.07","3.32"
"32K552","THE ACADEMY OF URBAN PLANNING AND ENGINEERING","7,100%","10,000%","9900%","3.97","4.01","3.61","N/A","4.12","4.54"
"32K554","ALL CITY LEADERSHIP SECONDARY SCHOOL","3,900%","8,400%","8800%","4.80","4.83","4.59","N/A","4.57","4.52"
"32K556","BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE","2,400%","5,900%","9500%","2.62","3.15","2.83","N/A","3.89","3.25"
"32K562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION","7,300%","10,000%","9400%","3.97","4.55","4.02","N/A","3.67","4.22"
"32K564","BUSHWICK COMMUNITY HIGH SCHOOL","5,700%","10,000%","7300%","3.48","3.72","2.95","N/A","2.74","4.08"
"75K004","P.S. K004","4,200%","7,700%","N/A","4.07","4.31","4.57","N/A","4.06","4.16"
"75K036","P.S. 36","6,400%","7,900%","7700%","N/A","N/A","N/A","N/A","N/A","3.48"
"75K053","P.S. K053","5,000%","7,700%","8900%","N/A","N/A","N/A","N/A","N/A","4.14"
"75K077","P.S. K077","3,500%","3,800%","9600%","4.46","4.61","4.23","N/A","3.30","3.59"
"75K140","P.S. K140","3,400%","8,800%","9100%","3.20","3.49","4.04","N/A","3.55","3.23"
"75K141","P.S. K141","4,500%","8,900%","0%","3.95","3.94","3.95","N/A","3.50","3.84"
"75K231","P.S. K231","4,800%","6,400%","9900%","4.09","4.34","3.38","N/A","4.15","3.49"
"75K368","P.S. 368","2,100%","7,300%","7400%","3.99","3.06","4.07","N/A","3.16","3.04"
"75K369","P.S. K369 - COY L. COX SCHOOL","3,500%","7,500%","8400%","2.83","3.25","2.87","N/A","3.33","3.32"
"75K370","P.S. 370","3,000%","7,400%","9000%","2.27","2.66","2.85","N/A","4.18","3.06"
"75K371","P.S. 371 - LILLIAN L. RASHKIS","4,300%","9,200%","6600%","3.48","4.02","3.15","N/A","4.01","3.96"
"75K372","P.S. 372 -THE CHILDREN'S SCHOOL","5,400%","9,100%","N/A","N/A","N/A","N/A","N/A","N/A","3.42"
"75K373","P.S. 373 - BROOKLYN TRANSITION CENTER","5,100%","10,000%","10000%","4.09","3.45","4.04","N/A","3.21","3.45"
"75K396","P.S. K396","2,400%","7,700%","9400%","N/A","N/A","N/A","N/A","N/A","3.48"
"75K721","P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER","2,800%","7,500%","9900%","N/A","N/A","N/A","N/A","N/A","3.13"
"75K753","P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT","5,000%","8,100%","8200%","4.65","4.65","4.35","N/A","3.72","3.87"
"75K771","P.S. K771","4,100%","7,700%","6900%","4.45","3.83","4.69","N/A","3.89","4.10"
"75K811","P.S. K811 CONNIE LEKAS SCHOOL","2,500%","7,500%","9800%","4.86","4.50","4.76","N/A","3.72","4.03"
"75M035","P.S. 035","1,100%","6,300%","5200%","3.69","3.87","3.78","N/A","3.21","3.53"
"75M079","P.S. M079 - HORAN SCHOOL","2,600%","7,200%","10000%","2.63","3.58","4.28","N/A","2.70","1.88"
"75M094","P.S. M094","4,300%","8,400%","9000%","4.35","4.06","4.27","N/A","3.98","3.67"
"75M138","P.S. 138","3,200%","5,900%","9400%","3.36","3.74","3.78","N/A","3.98","3.54"
"75M169","P.S. M169 - ROBERT F. KENNEDY","4,300%","6,000%","6800%","N/A","N/A","N/A","N/A","N/A","2.79"
"75M226","P.S. M226","3,600%","8,400%","7600%","3.24","3.63","3.92","N/A","4.06","3.57"
"75M721","P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER","6,600%","4,900%","9900%","N/A","N/A","N/A","N/A","N/A","3.48"
"75M751","MANHATTAN SCHOOL FOR CAREER DEVELOPMENT","4,300%","8,500%","8900%","4.45","3.97","4.71","N/A","3.89","4.03"
"75M811","P.S. M811 - MICKEY MANTLE SCHOOL","4,800%","5,300%","8000%","N/A","N/A","N/A","N/A","N/A","4.47"
"75Q004","P.S. Q004","4,100%","7,800%","10000%","4.59","4.11","4.77","N/A","4.06","4.30"
"75Q009","P.S. 009","2,400%","4,000%","7600%","2.42","2.86","2.72","N/A","3.33","2.76"
"75Q023","P.S. Q023 @ QUEENS CHILDREN CENTER","1,700%","5,400%","5900%","N/A","N/A","N/A","N/A","N/A","2.56"
"75Q075","ROBERT E. PEARY SCHOOL","2,300%","5,300%","9300%","3.68","3.32","3.46","N/A","3.16","3.18"
"75Q177","P.S. Q177","3,800%","6,000%","10000%","N/A","N/A","N/A","N/A","N/A","4.34"
"75Q224","P.S. Q224","5,100%","9,300%","9800%","3.66","4.49","4.53","N/A","4.32","3.93"
"75Q233","P.S. Q233","2,800%","6,200%","9300%","4.56","4.00","4.64","N/A","3.72","4.25"
"75Q255","P.S. Q255","5,500%","7,600%","0%","4.27","4.32","3.88","N/A","4.49","4.43"
"75Q256","P.S. Q256","3,400%","7,800%","7700%","3.96","3.95","3.88","N/A","4.40","4.10"
"75Q277","THE RIVERVIEW SCHOOL","4,100%","9,600%","8200%","4.63","3.88","4.58","N/A","3.84","3.88"
"75Q721","JOHN F. KENNEDY JR. SCHOOL","4,200%","8,900%","10000%","4.36","3.90","4.29","N/A","3.89","3.97"
"75Q752","QUEENS TRANSITION CENTER","2,600%","7,400%","8600%","3.83","3.35","4.44","N/A","2.45","2.97"
"75Q811","P.S. Q811","4,300%","8,100%","0%","4.77","4.55","4.60","N/A","4.23","4.48"
"75Q993","P.S. Q993","7,300%","7,100%","9900%","N/A","N/A","N/A","N/A","N/A","3.94"
"75R025","SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25","3,300%","7,700%","7100%","4.66","4.56","4.65","N/A","3.55","4.22"
"75R037","THE DAVID MARQUIS SCHOOL OF THE ARTS","5,000%","9,400%","9500%","3.76","3.88","3.95","N/A","4.32","3.65"
"75R373","P.S. R373","3,900%","5,700%","9800%","4.08","2.97","4.62","N/A","4.06","3.84"
"75R721","THE RICHARD H. HUNGERFORD SCHOOL","4,600%","9,900%","10000%","4.68","4.24","4.79","N/A","3.89","4.22"
"75X010","P.S. X010","4,500%","6,500%","9300%","N/A","N/A","N/A","N/A","N/A","3.78"
"75X012","P.S. X012 LEWIS AND CLARK SCHOOL","2,800%","4,500%","10000%","3.36","3.59","3.63","N/A","3.47","2.51"
"75X017","P.S. X017","5,500%","9,200%","7800%","3.36","3.45","3.96","N/A","3.64","2.49"
